HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15
756.629797,639.487787,428.564073,297.54203,270.517116,251.29527,183.25373,94.682316,136.249839,144.495527,84.580262,127.519131,112.895521,115.876762,137.195672
