HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15
1,0.845179227061289,0.566411836672618,0.393246513922316,0.357529028162236,0.332124469583901,0.24219734766803,0.125136911572093,0.180074640914518,0.190972556953107,0.111785528848264,0.168535698046267,0.149208399467778,0.153148557536917,0.181324701384976
